seed,rich,fresh,omega,adaptive,window,step,k,train_pre,eval_pre,score,requests,denied,repeated_cross_window,coefficient_l1_previous_period,rhs,basis,coefficient_updates_before
7,1,1,0.0,0,0,240,9,2.7696465535686127e-2,4.459530974059341e-2,1.679904e-4,0,0,0,1.0051785130963253e-1,245760,10076160,2151
7,1,1,0.0,0,0,360,9,2.7693595201458216e-2,4.454452426842684e-2,1.6711601e-4,0,0,0,1.4449213040506947e-2,368640,15114240,3231
7,1,1,0.0,0,0,480,9,2.7693582443750305e-2,4.4541992961288336e-2,1.6706811e-4,0,0,0,7.953669021460996e-4,491520,20152320,4311
7,1,1,0.0,0,0,600,9,2.7693611250732886e-2,4.4541948132474495e-2,1.670676e-4,0,0,0,1.4226242086936701e-5,614400,25190400,5391
7,1,1,0.0,0,0,720,9,2.7693609275122263e-2,4.454194458679183e-2,1.6706783e-4,0,0,0,2.5170708112603416e-6,737280,30228480,6471
7,1,1,0.0,0,0,840,9,2.7693611279469038e-2,4.4541946417694066e-2,1.670676e-4,0,0,0,2.561131584106341e-6,860160,35266560,7551
7,1,1,0.0,0,0,960,9,2.7693612240590727e-2,4.454194899626812e-2,1.6706761e-4,0,0,0,2.9514961418421887e-6,983040,40304640,8631
7,1,1,0.0,0,0,1080,9,2.7693614108184002e-2,4.4541952497023536e-2,1.6706789e-4,0,0,0,2.638785077082673e-6,1105920,45342720,9711
7,1,1,0.0,0,0,1200,9,2.7693609818543484e-2,4.454194773487788e-2,1.6706751e-4,0,0,0,4.045760424192628e-6,1228800,50380800,10791
7,1,1,0.0,0,1,1320,9,2.4197102014695916e-2,4.930465363222875e-2,1.429116e-4,0,0,0,5.36565414902007e-1,1351680,55418880,11871
7,1,1,0.0,0,1,1440,9,2.4197111396156105e-2,4.9334641457113824e-2,1.4292108e-4,0,0,0,1.0380493752079993e-3,1474560,60456960,12951
7,1,1,0.0,0,1,1560,9,2.419710185847525e-2,4.9334667929958304e-2,1.4292097e-4,0,0,0,4.325717151458346e-6,1597440,65495040,14031
7,1,1,0.0,0,1,1680,9,2.4197116085122948e-2,4.933467125895493e-2,1.4292123e-4,0,0,0,4.064053349355119e-6,1720320,70533120,15111
7,1,1,0.0,0,1,1800,9,2.419710049418722e-2,4.9334663287066545e-2,1.4292102e-4,0,0,0,3.901051753259864e-6,1843200,75571200,16191
7,1,1,0.0,0,1,1920,9,2.419711587839497e-2,4.933466595345399e-2,1.4292111e-4,0,0,0,5.383403992312991e-6,1966080,80609280,17271
7,1,1,0.0,0,1,2040,9,2.4197106122829205e-2,4.933466380244271e-2,1.4292095e-4,0,0,0,5.2334936321016615e-6,2088960,85647360,18351
7,1,1,0.0,0,1,2160,9,2.4197106253796133e-2,4.933466378782983e-2,1.4292107e-4,0,0,0,5.343368553858974e-6,2211840,90685440,19431
7,1,1,0.0,0,1,2280,9,2.41971019483315e-2,4.933466169817317e-2,1.4292107e-4,0,0,0,7.3660325005941996e-6,2334720,95723520,20511
7,1,1,0.0,0,1,2400,9,2.4197112937219455e-2,4.93346711037982e-2,1.429211e-4,0,0,0,7.074321179589144e-6,2457600,100761600,21591
7,1,1,0.0,0,2,2520,9,2.284041360222105e-2,4.302157099164387e-2,1.3506532e-4,0,0,0,6.091347183880162e-1,2580480,105799680,22671
7,1,1,0.0,0,2,2640,9,2.2840384486032372e-2,4.3028008760760975e-2,1.3510682e-4,0,0,0,1.1392878098438956e-3,2703360,110837760,23751
7,1,1,0.0,0,2,2760,9,2.2840384476077474e-2,4.302800552057104e-2,1.3510678e-4,0,0,0,6.669636470917582e-6,2826240,115875840,24831
7,1,1,0.0,0,2,2880,9,2.2840388296268888e-2,4.3028006140888406e-2,1.3510688e-4,0,0,0,6.136558257804903e-6,2949120,120913920,25911
7,1,1,0.0,0,2,3000,9,2.2840380501584493e-2,4.302800218752744e-2,1.3510673e-4,0,0,0,5.62282411036767e-6,3072000,125952000,26991
7,1,1,0.0,0,2,3120,9,2.2840385456012628e-2,4.302799881842276e-2,1.351068e-4,0,0,0,6.506426070553332e-6,3194880,130990080,28071
7,1,1,0.0,0,2,3240,9,2.2840387435792604e-2,4.3027996733077445e-2,1.3510688e-4,0,0,0,8.689509718549579e-6,3317760,136028160,29151
7,1,1,0.0,0,2,3360,9,2.2840400949559567e-2,4.302800299822607e-2,1.3510672e-4,0,0,0,1.2010869229608229e-5,3440640,141066240,30231
7,1,1,0.0,0,2,3480,9,2.2840383079903125e-2,4.3028005471761166e-2,1.3510673e-4,0,0,0,1.0652273123566182e-5,3563520,146104320,31311
7,1,1,0.0,0,2,3600,9,2.284038072245881e-2,4.3027994857365616e-2,1.3510672e-4,0,0,0,1.0232538205735072e-5,3686400,151142400,32391
7,1,1,0.0,1,0,120,9,2.7860356458641735e-2,4.518588445021582e-2,1.7423434e-4,0,0,0,4.499799283005643e-1,122880,5038080,1071
7,1,1,0.0,1,0,240,9,2.7696465535686127e-2,4.459530974059341e-2,1.679904e-4,0,0,0,1.0051785130963253e-1,245760,10076160,2151
7,1,1,0.0,1,0,360,9,2.7693595201458216e-2,4.454452426842684e-2,1.6711601e-4,0,0,0,1.4449213040506947e-2,368640,15114240,3231
7,1,1,0.0,1,0,480,11,1.4490807856765398e-2,2.398879153305168e-2,4.4731038e-5,2,0,0,2.410982399860302e-1,491520,20152320,4351
7,1,1,0.0,1,0,600,14,2.1888543579123498e-4,3.901808349535921e-4,8.05181e-9,5,0,0,3.6456951398983684e-1,614400,25190400,5791
7,1,1,0.0,1,0,720,14,2.8852695985796363e-5,1.6896910217876267e-4,5.971684e-11,5,0,0,4.5391498054084156e-2,737280,30228480,7471
7,1,1,0.0,1,0,840,14,1.5240446945166757e-5,8.74132004446368e-5,1.42995425e-11,5,0,0,1.4179706341159726e-3,860160,35266560,9151
7,1,1,0.0,1,0,960,14,7.605913898950702e-6,4.090945817408254e-5,3.3118664e-12,5,0,0,8.230875746544908e-4,983040,40304640,10831
7,1,1,0.0,1,0,1080,14,4.071094664516015e-6,1.7366932995954315e-5,6.0386006e-13,5,0,0,4.280195713287638e-4,1105920,45342720,12511
7,1,1,0.0,1,0,1200,14,2.9160862415379755e-6,7.37805734790722e-6,8.5431106e-14,5,0,0,2.2510629876350968e-4,1228800,50380800,14191
7,1,1,0.0,1,1,1320,14,4.858544116016403e-6,1.0521192139158402e-5,2.9681908e-12,5,0,0,1.697101525826337e-2,1351680,55418880,15871
7,1,1,0.0,1,1,1440,14,3.50386772975117e-6,9.327057535987855e-6,5.1938204e-14,5,0,0,6.919418714587655e-3,1474560,60456960,17551
7,1,1,0.0,1,1,1560,14,2.039604399286698e-5,3.232078415455154e-5,3.997858e-11,5,0,0,5.122689494548865e-2,1597440,65495040,19231
7,1,1,0.0,1,1,1680,14,3.5161718414928835e-6,9.215089517483697e-6,8.84155e-14,5,0,0,1.2994545155834234e-3,1720320,70533120,20911
7,1,1,0.0,1,1,1800,14,1.7470582645983833e-4,2.579430533188876e-4,2.752052e-9,5,0,0,5.6725008130098224e-2,1843200,75571200,22591
7,1,1,0.0,1,1,1920,14,3.6097313312889045e-6,8.420583226014058e-6,1.3916891e-13,5,0,0,1.018313738633074e-2,1966080,80609280,24271
7,1,1,0.0,1,1,2040,16,6.730234512587494e-4,9.884232662635455e-4,4.3210388e-8,7,0,0,3.1677591198361976e-1,2088960,85647360,25991
7,1,1,0.0,1,1,2160,18,2.207255805995191e-4,2.934966728402954e-4,4.0154435e-9,9,0,0,3.3129435054304146e-1,2211840,90685440,28031
7,1,1,0.0,1,1,2280,18,5.646625897109477e-6,5.262720162526798e-5,9.183079e-13,9,0,0,1.724178051827452e-2,2334720,95723520,30191
7,1,1,0.0,1,1,2400,18,4.318590880824169e-6,2.8659815646762412e-5,3.057862e-13,9,0,0,3.2961094337001853e-4,2457600,100761600,32351
7,1,1,0.0,1,2,2520,18,1.3060846004172787e-5,1.9463309571541958e-5,2.7963298e-11,9,0,0,1.3369093189831427e-3,2580480,105799680,34511
7,1,1,0.0,1,2,2640,20,1.6435026955079446e-4,2.844428608040586e-4,4.8267093e-9,11,0,0,5.557383154791893e-1,2703360,110837760,36791
7,1,1,0.0,1,2,2760,20,9.922485364179638e-6,5.659981375216257e-5,6.2402054e-12,11,0,0,1.600990875583741e-2,2826240,115875840,39191
7,1,1,0.0,1,2,2880,20,5.255028705158816e-6,2.5999465147321664e-5,1.2828918e-12,11,0,0,8.193782480410139e-4,2949120,120913920,41591
7,1,1,0.0,1,2,3000,20,3.465150816073982e-6,1.221588481810008e-5,2.0644836e-13,11,0,0,3.9873652646105207e-4,3072000,125952000,43991
7,1,1,0.0,1,2,3120,21,1.2811036203835466e-3,1.5254786957468562e-3,1.8949265e-7,12,0,0,7.010480157173976e-2,3194880,130990080,46391
7,1,1,0.0,1,2,3240,24,2.543269712491086e-4,6.392765911032331e-4,2.0117515e-8,15,0,0,5.54581125853808e-1,3317760,136028160,49031
7,1,1,0.0,1,2,3360,25,6.087144752394411e-5,3.594342055567972e-4,3.7752687e-10,17,1,0,3.7251652016537484e-1,3440640,141066240,51991
7,1,1,0.0,1,2,3480,25,1.1541511491439566e-5,1.4134628767222787e-4,1.0769846e-12,17,1,0,4.718763806410467e-3,3563520,146104320,54991
7,1,1,0.0,1,2,3600,25,9.521827792537075e-6,1.1313920124091907e-4,1.1146328e-12,17,1,0,6.99829602853818e-4,3686400,151142400,57991
7,1,1,0.3,0,0,120,9,3.935759993803943e-2,6.2380830207666896e-2,2.940034e-4,0,0,0,5.192382358095529e-1,122880,5038080,1071
7,1,1,0.3,0,0,240,9,3.9133324723012224e-2,6.31182469375091e-2,2.8021832e-4,0,0,0,1.308289547378081e-1,245760,10076160,2151
7,1,1,0.3,0,0,360,9,3.9128935486825826e-2,6.328321382877812e-2,2.7815995e-4,0,0,0,1.9833718683912593e-2,368640,15114240,3231
7,1,1,0.3,0,0,480,9,3.912896385482116e-2,6.329363445771914e-2,2.7803623e-4,0,0,0,1.1983553137113745e-3,491520,20152320,4311
7,1,1,0.3,0,0,600,9,3.9128957422903905e-2,6.329384870289191e-2,2.7803364e-4,0,0,0,2.6333929635003004e-5,614400,25190400,5391
7,1,1,0.3,0,0,720,9,3.912895729215911e-2,6.329384347650709e-2,2.7803367e-4,0,0,0,2.587938610688922e-6,737280,30228480,6471
7,1,1,0.3,0,0,840,9,3.9128958602512524e-2,6.329384876110411e-2,2.7803375e-4,0,0,0,2.6484887890674408e-6,860160,35266560,7551
7,1,1,0.3,0,0,960,9,3.912895420948714e-2,6.329384920546917e-2,2.7803346e-4,0,0,0,2.9210813646161297e-6,983040,40304640,8631
7,1,1,0.3,0,0,1080,9,3.9128960325438354e-2,6.329384905119959e-2,2.7803375e-4,0,0,0,4.162829769382807e-6,1105920,45342720,9711
7,1,1,0.3,0,0,1200,9,3.9128956048630766e-2,6.329384529673407e-2,2.780335e-4,0,0,0,4.773380106068599e-6,1228800,50380800,10791
7,1,1,0.3,0,1,1320,9,3.238629256836865e-2,7.413360825824332e-2,1.4236521e-4,0,0,0,6.898339341450119e-1,1351680,55418880,11871
7,1,1,0.3,0,1,1440,9,3.23856458479297e-2,7.388674746300147e-2,1.4184066e-4,0,0,0,9.47520981623029e-3,1474560,60456960,12951
7,1,1,0.3,0,1,1560,9,3.238564545388638e-2,7.38832603541894e-2,1.4183087e-4,0,0,0,1.4549346626174797e-4,1597440,65495040,14031
7,1,1,0.3,0,1,1680,9,3.2385645607905536e-2,7.388323840904404e-2,1.4183072e-4,0,0,0,2.826828512484357e-6,1720320,70533120,15111
7,1,1,0.3,0,1,1800,9,3.238564471275142e-2,7.388324622868707e-2,1.4183065e-4,0,0,0,1.7089012586403679e-6,1843200,75571200,16191
7,1,1,0.3,0,1,1920,9,3.238564594490473e-2,7.388323995327949e-2,1.4183072e-4,0,0,0,1.915112031041058e-6,1966080,80609280,17271
7,1,1,0.3,0,1,2040,9,3.238564347357725e-2,7.388324181487056e-2,1.4183066e-4,0,0,0,3.1149918165119736e-6,2088960,85647360,18351
7,1,1,0.3,0,1,2160,9,3.238564694186065e-2,7.388324459008144e-2,1.4183074e-4,0,0,0,2.813099734363348e-6,2211840,90685440,19431
7,1,1,0.3,0,1,2280,9,3.23856400912985e-2,7.388324401330786e-2,1.418306e-4,0,0,0,2.825266604641278e-6,2334720,95723520,20511
7,1,1,0.3,0,1,2400,9,3.238564460041835e-2,7.388323656913552e-2,1.4183065e-4,0,0,0,2.9108790590348307e-6,2457600,100761600,21591
7,1,1,0.3,0,2,2520,9,3.0647990410945063e-2,7.817576331076391e-2,1.5683736e-4,0,0,0,8.945594694568109e-1,2580480,105799680,22671
7,1,1,0.3,0,2,2640,9,3.0647906115692358e-2,7.810901974989283e-2,1.5686676e-4,0,0,0,2.5287130198188013e-3,2703360,110837760,23751
7,1,1,0.3,0,2,2760,9,3.0647907327291037e-2,7.810895539163698e-2,1.568668e-4,0,0,0,6.812407719445149e-6,2826240,115875840,24831
7,1,1,0.3,0,2,2880,9,3.0647913378328513e-2,7.810894530721744e-2,1.56867e-4,0,0,0,6.202526386054827e-6,2949120,120913920,25911
7,1,1,0.3,0,2,3000,9,3.0647911156369143e-2,7.81089575682202e-2,1.5686681e-4,0,0,0,7.879241589113864e-6,3072000,125952000,26991
7,1,1,0.3,0,2,3120,9,3.064792018887409e-2,7.810895924569831e-2,1.5686706e-4,0,0,0,7.875821095087825e-6,3194880,130990080,28071
7,1,1,0.3,0,2,3240,9,3.0647902968688592e-2,7.81089633156259e-2,1.5686687e-4,0,0,0,7.531500967699473e-6,3317760,136028160,29151
7,1,1,0.3,0,2,3360,9,3.064790958727253e-2,7.810894450928302e-2,1.5686704e-4,0,0,0,7.435509255863254e-6,3440640,141066240,30231
7,1,1,0.3,0,2,3480,9,3.0647909435185146e-2,7.810895296595756e-2,1.5686688e-4,0,0,0,1.053792679265881e-5,3563520,146104320,31311
7,1,1,0.3,0,2,3600,9,3.0647911031175267e-2,7.810896500912953e-2,1.5686695e-4,0,0,0,1.1969893028765432e-5,3686400,151142400,32391
7,1,1,0.3,1,0,120,9,3.935759993803943e-2,6.2380830207666896e-2,2.940034e-4,0,0,0,5.192382358095529e-1,122880,5038080,1071
7,1,1,0.3,1,0,240,9,3.9133324723012224e-2,6.31182469375091e-2,2.8021832e-4,0,0,0,1.308289547378081e-1,245760,10076160,2151
7,1,1,0.3,1,0,360,9,3.9128935486825826e-2,6.328321382877812e-2,2.7815995e-4,0,0,0,1.9833718683912593e-2,368640,15114240,3231
7,1,1,0.3,1,0,480,11,2.1340017837134476e-2,6.786472066217435e-2,3.9204813e-5,2,0,0,2.591780746848258e-1,491520,20152320,4351
7,1,1,0.3,1,0,600,14,1.0351695619282055e-2,6.017993403315738e-2,1.9161293e-6,5,0,0,5.764120156589687e-1,614400,25190400,5791
7,1,1,0.3,1,0,720,17,8.177804350500185e-3,6.2491509768264945e-2,7.1894203e-7,8,0,0,3.322114593748573e-1,737280,30228480,7591
7,1,1,0.3,1,0,840,20,7.441284258937293e-3,6.59831907232031e-2,1.5072e-7,11,0,0,2.4583136886682438e-1,860160,35266560,9751
7,1,1,0.3,1,0,960,23,6.516890240210376e-3,6.677727925141598e-2,3.2813084e-8,14,0,0,3.9522045519588134e-1,983040,40304640,12271
7,1,1,0.3,1,0,1080,25,5.890593578883842e-3,6.498365028514878e-2,6.7981345e-9,17,1,0,4.711696124439442e-1,1105920,45342720,15151
7,1,1,0.3,1,0,1200,25,5.771422868680771e-3,6.493984063542765e-2,3.380919e-9,18,2,0,1.2760564174404365e-1,1228800,50380800,18151
7,1,1,0.3,1,1,1320,25,9.421288355108618e-3,1.0172055229122177e-1,4.908458e-7,21,5,1,1.8767900755512112e0,1351680,55418880,21151
7,1,1,0.3,1,1,1440,25,9.027143294500566e-3,1.0060952246797412e-1,4.97501e-7,24,8,4,2.4912231102676685e-1,1474560,60456960,24151
7,1,1,0.3,1,1,1560,25,8.884855647424465e-3,9.880611560394241e-2,4.740773e-7,27,11,7,1.7170077513663973e-1,1597440,65495040,27151
7,1,1,0.3,1,1,1680,25,8.805019521686473e-3,7.96153948692578e-2,4.544767e-7,30,14,10,1.472540132648632e-1,1720320,70533120,30151
7,1,1,0.3,1,1,1800,25,8.732491970537196e-3,8.50318658554512e-2,4.418376e-7,33,17,13,1.4872498111337418e-1,1843200,75571200,33151
7,1,1,0.3,1,1,1920,25,8.658907218803524e-3,9.352004147230819e-2,4.3192478e-7,36,20,16,1.5532040086350207e-1,1966080,80609280,36151
7,1,1,0.3,1,1,2040,25,8.583455559881704e-3,9.91848380105105e-2,4.2259123e-7,39,23,19,1.6369272611069619e-1,2088960,85647360,39151
7,1,1,0.3,1,1,2160,25,8.506171049776438e-3,1.187297926850396e-1,4.1304736e-7,42,26,22,1.7242138644978766e-1,2211840,90685440,42151
7,1,1,0.3,1,1,2280,25,8.427321820852767e-3,1.2484205402483682e-1,4.034924e-7,45,29,25,1.811334325841707e-1,2334720,95723520,45151
7,1,1,0.3,1,1,2400,25,8.347269704443026e-3,1.32375316758741e-1,3.9348188e-7,48,32,28,1.8961109946764054e-1,2457600,100761600,48151
7,1,1,0.3,1,2,2520,25,1.700701529689252e-2,1.0052121625168602e-1,2.1703899e-7,51,35,29,3.4558376190495466e0,2580480,105799680,51151
7,1,1,0.3,1,2,2640,25,1.5824103478288058e-2,9.925746666888627e-2,2.1996934e-7,54,38,30,2.553018222142802e-1,2703360,110837760,54151
7,1,1,0.3,1,2,2760,25,1.543429852238718e-2,1.00013790860637e-1,1.8942399e-7,57,41,30,1.543210028263471e-1,2826240,115875840,57151
7,1,1,0.3,1,2,2880,25,1.5231444868115004e-2,1.0105521749335425e-1,1.5210946e-7,60,44,30,1.0466264466030467e-1,2949120,120913920,60151
7,1,1,0.3,1,2,3000,25,1.5074324581389352e-2,1.0126871630157439e-1,1.2421202e-7,63,47,30,9.976601871631985e-2,3072000,125952000,63151
7,1,1,0.3,1,2,3120,25,1.494549721669499e-2,1.0229175191299386e-1,1.0334806e-7,66,50,30,9.273311403217122e-2,3194880,130990080,66151
7,1,1,0.3,1,2,3240,25,1.4836421581049152e-2,1.0804545228200825e-1,8.800496e-8,69,53,30,8.413402750329624e-2,3317760,136028160,69151
7,1,1,0.3,1,2,3360,25,1.4740293563426245e-2,1.0948300476587715e-1,7.6302285e-8,72,56,30,7.672492595237301e-2,3440640,141066240,72151
7,1,1,0.3,1,2,3480,25,1.4651943051798785e-2,1.105939781866398e-1,6.997159e-8,75,59,32,7.403923544423341e-2,3563520,146104320,75151
7,1,1,0.3,1,2,3600,25,1.4567808905095155e-2,1.1173674246559756e-1,6.782622e-8,78,62,35,7.354910937505732e-2,3686400,151142400,78151
19,0,0,0.0,0,0,120,9,1.2093047511513861e-3,2.4339705799485676e-3,1.1775652e-7,0,0,0,4.521473407148733e-1,122880,5038080,1071
19,0,0,0.0,0,0,240,9,8.949204956290106e-6,1.788183483526443e-5,6.417304e-12,0,0,0,4.1341678745197896e-2,245760,10076160,2151
19,0,0,0.0,0,0,360,9,2.3618164216024541e-7,5.529421422182544e-7,5.310957e-15,0,0,0,3.1848323035198536e-4,368640,15114240,3231
19,0,0,0.0,0,0,480,9,2.4294491463423325e-7,5.371559882931794e-7,6.4923403e-15,0,0,0,4.461492717171625e-6,491520,20152320,4311
19,0,0,0.0,0,0,600,9,2.4530407239726677e-7,5.385976221138983e-7,5.5383194e-15,0,0,0,6.261577302201296e-6,614400,25190400,5391
19,0,0,0.0,0,0,720,9,2.3494446366233448e-7,5.416167267372584e-7,5.0319864e-15,0,0,0,7.952706825723257e-6,737280,30228480,6471
19,0,0,0.0,0,0,840,9,2.6966573403557924e-7,5.233701427323589e-7,9.946806e-15,0,0,0,1.3367172394829555e-5,860160,35266560,7551
19,0,0,0.0,0,0,960,9,2.8457658152508135e-7,5.451125783670481e-7,1.185134e-14,0,0,0,3.2389964277698344e-5,983040,40304640,8631
19,0,0,0.0,0,0,1080,9,2.905487622326678e-7,5.67728008190051e-7,1.3527905e-14,0,0,0,4.594672595696625e-5,1105920,45342720,9711
19,0,0,0.0,0,0,1200,9,2.576247662606851e-7,5.620684126963481e-7,1.0373046e-14,0,0,0,7.811056387954651e-5,1228800,50380800,10791
19,0,0,0.0,0,1,1320,9,3.2172578442609184e-7,6.335896377173043e-7,2.2598803e-14,0,0,0,5.043639050001086e-5,1351680,55418880,11871
19,0,0,0.0,0,1,1440,9,4.0682489770906993e-7,6.690112136853731e-7,4.4903148e-14,0,0,0,9.291054685270188e-5,1474560,60456960,12951
19,0,0,0.0,0,1,1560,9,8.84921269529927e-5,1.1302207867639515e-4,1.9532935e-9,0,0,0,1.427562860466372e-3,1597440,65495040,14031
19,0,0,0.0,0,1,1680,9,4.974483233474001e-7,7.562798071555692e-7,5.8829155e-14,0,0,0,2.561999819911595e-2,1720320,70533120,15111
19,0,0,0.0,0,1,1800,9,1.274231736342561e-4,1.6218399560224747e-4,4.4111106e-9,0,0,0,2.5568055410454926e-2,1843200,75571200,16191
19,0,0,0.0,0,1,1920,9,4.031583445807899e-7,6.971470482025081e-7,4.0679984e-14,0,0,0,5.800101401060116e-3,1966080,80609280,17271
19,0,0,0.0,0,1,2040,9,4.482996661304349e-5,5.709990473568807e-5,6.036926e-10,0,0,0,3.848403988395832e-2,2088960,85647360,18351
19,0,0,0.0,0,1,2160,9,5.842295705740994e-7,9.068576330368404e-7,1.1444121e-13,0,0,0,2.568433017098526e-3,2211840,90685440,19431
19,0,0,0.0,0,1,2280,9,1.0256072289982319e-5,1.3206422862151702e-5,3.0047312e-11,0,0,0,5.3409325116786754e-2,2334720,95723520,20511
19,0,0,0.0,0,1,2400,9,7.365835575981497e-4,9.518855796123711e-4,1.5620572e-7,0,0,0,1.5218081120934632e-2,2457600,100761600,21591
19,0,0,0.0,0,2,2520,9,4.3851746459973633e-7,6.955028194257595e-7,3.9636094e-14,0,0,0,5.645366547332786e-2,2580480,105799680,22671
19,0,0,0.0,0,2,2640,9,2.0909466573849203e-5,2.6855051004052296e-5,1.2684319e-10,0,0,0,7.868171737645535e-4,2703360,110837760,23751
19,0,0,0.0,0,2,2760,9,4.737804810585086e-6,6.007570315944355e-6,6.5348616e-12,0,0,0,6.491143048303138e-2,2826240,115875840,24831
19,0,0,0.0,0,2,2880,9,6.439394841736858e-5,8.545389957501952e-5,1.1845385e-9,0,0,0,5.39599427110008e-2,2949120,120913920,25911
19,0,0,0.0,0,2,3000,9,1.2935691724144991e-6,1.791380512768793e-6,2.1663708e-13,0,0,0,2.0856971149035175e-2,3072000,125952000,26991
19,0,0,0.0,0,2,3120,9,6.802999105819086e-5,8.840292809683347e-5,1.1548393e-9,0,0,0,7.294543624307942e-2,3194880,130990080,28071
19,0,0,0.0,0,2,3240,9,7.448106672601583e-5,9.626542576215432e-5,1.4516968e-9,0,0,0,4.661548468847432e-2,3317760,136028160,29151
19,0,0,0.0,0,2,3360,9,4.2488713209781554e-5,5.734552084025938e-5,2.5372168e-10,0,0,0,6.784649427906331e-2,3440640,141066240,30231
19,0,0,0.0,0,2,3480,9,9.189194427950844e-6,1.1787931388159214e-5,2.0868016e-11,0,0,0,5.426079798384098e-2,3563520,146104320,31311
19,0,0,0.0,0,2,3600,9,4.728311683428286e-5,6.213890618294272e-5,6.191002e-10,0,0,0,8.85764538063718e-2,3686400,151142400,32391
19,0,0,0.0,1,0,120,9,1.2093047511513861e-3,2.4339705799485676e-3,1.1775652e-7,0,0,0,4.521473407148733e-1,122880,5038080,1071
19,0,0,0.0,1,0,240,9,8.949204956290106e-6,1.788183483526443e-5,6.417304e-12,0,0,0,4.1341678745197896e-2,245760,10076160,2151
19,0,0,0.0,1,0,360,9,2.3618164216024541e-7,5.529421422182544e-7,5.310957e-15,0,0,0,3.1848323035198536e-4,368640,15114240,3231
19,0,0,0.0,1,0,480,9,2.4294491463423325e-7,5.371559882931794e-7,6.4923403e-15,0,0,0,4.461492717171625e-6,491520,20152320,4311
19,0,0,0.0,1,0,600,9,2.4530407239726677e-7,5.385976221138983e-7,5.5383194e-15,0,0,0,6.261577302201296e-6,614400,25190400,5391
19,0,0,0.0,1,0,720,9,2.3494446366233448e-7,5.416167267372584e-7,5.0319864e-15,0,0,0,7.952706825723257e-6,737280,30228480,6471
19,0,0,0.0,1,0,840,9,2.6966573403557924e-7,5.233701427323589e-7,9.946806e-15,0,0,0,1.3367172394829555e-5,860160,35266560,7551
19,0,0,0.0,1,0,960,9,2.8457658152508135e-7,5.451125783670481e-7,1.185134e-14,0,0,0,3.2389964277698344e-5,983040,40304640,8631
19,0,0,0.0,1,0,1080,9,2.905487622326678e-7,5.67728008190051e-7,1.3527905e-14,0,0,0,4.594672595696625e-5,1105920,45342720,9711
19,0,0,0.0,1,0,1200,9,2.576247662606851e-7,5.620684126963481e-7,1.0373046e-14,0,0,0,7.811056387954651e-5,1228800,50380800,10791
19,0,0,0.0,1,1,1320,9,3.2172578442609184e-7,6.335896377173043e-7,2.2598803e-14,0,0,0,5.043639050001086e-5,1351680,55418880,11871
19,0,0,0.0,1,1,1440,9,4.0682489770906993e-7,6.690112136853731e-7,4.4903148e-14,0,0,0,9.291054685270188e-5,1474560,60456960,12951
19,0,0,0.0,1,1,1560,9,8.84921269529927e-5,1.1302207867639515e-4,1.9532935e-9,0,0,0,1.427562860466372e-3,1597440,65495040,14031
19,0,0,0.0,1,1,1680,9,4.974483233474001e-7,7.562798071555692e-7,5.8829155e-14,0,0,0,2.561999819911595e-2,1720320,70533120,15111
19,0,0,0.0,1,1,1800,9,1.274231736342561e-4,1.6218399560224747e-4,4.4111106e-9,0,0,0,2.5568055410454926e-2,1843200,75571200,16191
19,0,0,0.0,1,1,1920,9,4.031583445807899e-7,6.971470482025081e-7,4.0679984e-14,0,0,0,5.800101401060116e-3,1966080,80609280,17271
19,0,0,0.0,1,1,2040,11,6.473224473472858e-4,8.583152221196535e-4,1.022767e-7,2,0,0,2.453811411982625e-1,2088960,85647360,18391
19,0,0,0.0,1,1,2160,14,3.542710594174657e-4,4.797752368618079e-4,2.3439007e-8,5,0,0,3.2706243409751323e-1,2211840,90685440,19831
19,0,0,0.0,1,1,2280,15,2.0369320851997678e-5,3.0255625625129753e-5,4.935064e-11,6,0,0,1.7997848762671254e-1,2334720,95723520,21591
19,0,0,0.0,1,1,2400,15,2.9588515404730513e-7,6.091077480225183e-7,8.0384875e-15,6,0,0,1.435545284490039e-3,2457600,100761600,23391
19,0,0,0.0,1,2,2520,15,2.643381576926528e-7,5.788872184132655e-7,3.6956077e-15,6,0,0,1.384306409424746e-4,2580480,105799680,25191
19,0,0,0.0,1,2,2640,17,2.0277752391060277e-4,2.512858268866329e-4,7.552779e-9,8,0,0,2.529121190425173e-1,2703360,110837760,27031
19,0,0,0.0,1,2,2760,19,1.2857043918629182e-4,2.22359689735473e-4,2.3505715e-9,10,0,0,3.968981531797837e-1,2826240,115875840,29191
19,0,0,0.0,1,2,2880,19,1.0003176534812394e-5,7.644599146898259e-5,1.820589e-12,10,0,0,1.551840758795442e-2,2949120,120913920,31471
19,0,0,0.0,1,2,3000,19,4.50199444488781e-6,3.413066473621224e-5,3.3639663e-13,10,0,0,7.116258938658637e-4,3072000,125952000,33751
19,0,0,0.0,1,2,3120,19,1.7937017943319452e-4,2.226907630481492e-4,2.8175815e-9,10,0,0,4.075473210439315e-3,3194880,130990080,36031
19,0,0,0.0,1,2,3240,22,2.6168425904110653e-4,3.7422253618361276e-4,7.0332598e-9,13,0,0,5.632900251237203e-1,3317760,136028160,38431
19,0,0,0.0,1,2,3360,25,3.8242291395191664e-4,4.974262030149333e-4,1.6194736e-8,16,0,0,5.797707144075162e-1,3440640,141066240,41191
